"artist_name","genre","avg","avg-2","avg-3","avg-4"
"Hanhae","taiwan pop",0.915,0.753,0.743,-2.972
"Hanhae",NULL,0.915,0.753,0.743,-2.972
"Hania Rani","pop flamenco",0.361,0.308,0.0516,-18.788
"Hania Rani",NULL,0.361,0.308,0.0516,-18.788
"Hannaford Street Silver Band","slovak pop",0.19671,0.186,0.16299999999999998,-21.237
"Hannaford Street Silver Band",NULL,0.19671,0.186,0.16299999999999998,-21.237
"Hannah Cohen","nyc pop",0.352,0.391,0.152,-12.39
"Hannah Cohen",NULL,0.352,0.391,0.152,-12.39
"Hannah Grace","uk pop",0.12,0.527,0.333,-10.383
"Hannah Grace",NULL,0.12,0.527,0.333,-10.383
"Hannah Wants","mexican pop",0.561,0.895,0.678,-7.813
"Hannah Wants",NULL,0.561,0.895,0.678,-7.813
"Hannu Lintu","musica popular mineira",0.471,0.298,0.262,-14.195
"Hannu Lintu",NULL,0.471,0.298,0.262,-14.195
"Hans Gál","greenlandic pop",0.179,0.585,0.726,-16.91
"Hans Gál",NULL,0.179,0.585,0.726,-16.91
"Hans Johansen","uk alternative pop",0.0218,0.539,0.438,-23.669
"Hans Johansen",NULL,0.0218,0.539,0.438,-23.669
"Hans Ulrik","hokkien pop",0.153925,0.45175,0.26192499999999996,-16.65225
"Hans Ulrik",NULL,0.153925,0.45175,0.26192499999999996,-16.65225
"Hansi Hinterseer","romanian pop",0.581,0.558,0.377,-6.784
"Hansi Hinterseer",NULL,0.581,0.558,0.377,-6.784
"Hansi Kursch","collage pop",0.994,0.279,0.0768,-2.812
"Hansi Kursch",NULL,0.994,0.279,0.0768,-2.812
"Hanspeter Gmür","israeli pop",0.0688,0.215,0.0959,-20.354
"Hanspeter Gmür",NULL,0.0688,0.215,0.0959,-20.354
"Hanstone","pop rock brasileiro",0.715,0.807,0.941,-4.643
"Hanstone",NULL,0.715,0.807,0.941,-4.643
"HAON","taiwan pop",0.8454999999999999,0.745,0.793,-3.846
"HAON",NULL,0.8454999999999999,0.745,0.793,-3.846
"Haparvarim","okinawan pop",0.298,0.569,0.352,-13.647
"Haparvarim",NULL,0.298,0.569,0.352,-13.647
"Happoradio","finnish pop",0.516,0.539,0.214,-6.968
"Happoradio",NULL,0.516,0.539,0.214,-6.968
"Happy People","uk alternative pop",0.0404,0.556,0.455,-22.598
"Happy People",NULL,0.0404,0.556,0.455,-22.598
"Haricharan","spanish pop",0.554,0.504,0.386,-12.085
"Haricharan",NULL,0.554,0.504,0.386,-12.085
"Hariolf Schlichtig","israeli pop",0.103,0.41,0.431,-18.746
"Hariolf Schlichtig",NULL,0.103,0.41,0.431,-18.746
"Harlem","cumbia pop",0.919,0.339,0.552,-4.221
"Harlem",NULL,0.919,0.339,0.552,-4.221
"Harley Bird","neon pop punk",0.623,0.513,0.12,-6.29
"Harley Bird",NULL,0.623,0.513,0.12,-6.29
"Harmed","norwegian pop rap",0.995,0.18,0.305,-1.902
"Harmed",NULL,0.995,0.18,0.305,-1.902
"Harmonie Ensemble/New York","xitsonga pop",0.0649,0.2475,0.07645,-22.347
"Harmonie Ensemble/New York",NULL,0.0649,0.2475,0.07645,-22.347
"Harmonize","pop rock brasileiro",0.798,0.703,0.443,-4.694
"Harmonize","tanzanian pop",0.7070000000000001,0.8394,0.8746,-5.264
"Harmonize",NULL,0.7221666666666667,0.8166666666666668,0.8026666666666668,-5.1690000000000005
"Harms Way","classic norwegian pop",0.915,0.323,0.411,-3.179
"Harms Way",NULL,0.915,0.323,0.411,-3.179
"Harold Budd","dream pop",0.0828,0.223,0.0359,-24.326
"Harold Budd","uk pop punk",0.0108,0.125,0.164,-32.126
"Harold Budd",NULL,0.0468,0.174,0.09995000000000001,-28.226
"Harris Cole","c-pop",0.471,0.268,0.133,-16.493
"Harris Cole",NULL,0.471,0.268,0.133,-16.493
"Harry Fraud","vapor pop",0.707,0.525,0.49,-7.59
"Harry Fraud",NULL,0.707,0.525,0.49,-7.59
"Harry Mosco","jordanian pop",0.695,0.786,0.962,-13.496
"Harry Mosco",NULL,0.695,0.786,0.962,-13.496
"Harry Romero","classic city pop",0.839,0.87,0.144,-5.33
"Harry Romero",NULL,0.839,0.87,0.144,-5.33
"Harry Styles","pop",0.816,0.548,0.557,-4.209
"Harry Styles",NULL,0.816,0.548,0.557,-4.209
"Haruomi Hosono","south african pop",0.5329999999999999,0.5549999999999999,0.5535,-10.54
"Haruomi Hosono",NULL,0.5329999999999999,0.5549999999999999,0.5535,-10.54
"Hasse Andersson","afghan pop",0.465,0.594,0.576,-12.308
"Hasse Andersson",NULL,0.465,0.594,0.576,-12.308
"Hasselbacken","assamese pop",0.587,0.778,0.704,-10.619
"Hasselbacken",NULL,0.587,0.778,0.704,-10.619
"Hatari","tunisian pop",0.672,0.569,0.483,-9.721
"Hatari",NULL,0.672,0.569,0.483,-9.721
"Hatik","art pop",0.5265,0.704,0.48550000000000004,-8.340499999999999
"Hatik",NULL,0.5265,0.704,0.48550000000000004,-8.340499999999999
"Hauswerks","classic k-pop",0.737,0.77,0.155,-9.164
"Hauswerks",NULL,0.737,0.77,0.155,-9.164
"Havana D’Primera","funk pop",0.9196666666666666,0.6826666666666666,0.8690000000000001,-4.348333333333334
"Havana D’Primera",NULL,0.9196666666666666,0.6826666666666666,0.8690000000000001,-4.348333333333334
"Havelin","bubblegum pop",0.572,0.571,0.771,-7.751
"Havelin",NULL,0.572,0.571,0.771,-7.751
"Havoc","classic danish pop",0.693,0.84,0.467,-6.747
"Havoc","indonesian pop",0.6485000000000001,0.6964999999999999,0.655,-7.2844999999999995
"Havoc",NULL,0.6633333333333332,0.7443333333333332,0.5923333333333334,-7.105333333333333
"Hawaiian Gremlins","rwandan pop",0.833,0.473,0.509,-10.266
"Hawaiian Gremlins",NULL,0.833,0.473,0.509,-10.266
"Hawk","baroque pop",0.73,0.708,0.644,-7.08
"Hawk",NULL,0.73,0.708,0.644,-7.08
"Hayes Carll","australian pop",0.515,0.521,0.51,-6.926
"Hayes Carll",NULL,0.515,0.521,0.51,-6.926
"Hayes McMullan","sudanese pop",0.205,0.701,0.839,-13.458
"Hayes McMullan",NULL,0.205,0.701,0.839,-13.458
"Hayla","classic city pop",0.95,0.796,0.648,-3.982
"Hayla",NULL,0.95,0.796,0.648,-3.982
"Haze","la pop",0.799,0.814,0.595,-5.256
"Haze",NULL,0.799,0.814,0.595,-5.256
"Hazers","german pop",0.798,0.648,0.399,-5.172
"Hazers",NULL,0.798,0.648,0.399,-5.172
"Heather Small","j-poprock",0.868,0.636,0.49,-6.673
"Heather Small",NULL,0.868,0.636,0.49,-6.673
"Heatwave","indie poptimism",0.615,0.629,0.673,-10.972
"Heatwave",NULL,0.615,0.629,0.673,-10.972
"Heaven Shall Burn","deep dance pop",0.978,0.318,0.139,-4.435
"Heaven Shall Burn",NULL,0.978,0.318,0.139,-4.435
"Hebbe","russian pop punk",0.597,0.5825,0.16199999999999998,-8.069
"Hebbe",NULL,0.597,0.5825,0.16199999999999998,-8.069
"Héctor ""El Father""","sertanejo pop",0.682,0.808,0.491,-7.128
"Héctor ""El Father""",NULL,0.682,0.808,0.491,-7.128
"Hector Berlioz","country pop",0.207,0.356,0.328,-17.76
"Hector Berlioz","himachali pop",0.2335,0.163,0.14500000000000002,-17.822499999999998
"Hector Berlioz",NULL,0.22466666666666665,0.22733333333333336,0.206,-17.801666666666666
"Héctor Filio","classic venezuelan pop",0.375,0.643,0.611,-8.871
"Héctor Filio",NULL,0.375,0.643,0.611,-8.871
"Hedi Donia","gabonese pop",0.7705,0.3765,0.638,-5.8015
"Hedi Donia",NULL,0.7705,0.3765,0.638,-5.8015
"Hedi Habbouba","gabonese pop",0.7400000000000001,0.4223333333333333,0.8596666666666667,-8.843666666666666
"Hedi Habbouba",NULL,0.7400000000000001,0.4223333333333333,0.8596666666666667,-8.843666666666666
"Hedi Jouini","gabonese pop",0.41533333333333333,0.522,0.5453333333333333,-10.581666666666665
"Hedi Jouini",NULL,0.41533333333333333,0.522,0.5453333333333333,-10.581666666666665
"Heinrich Isaac","maldivian pop",0.162,0.126,0.129,-14.677
"Heinrich Isaac",NULL,0.162,0.126,0.129,-14.677
"Heinrich Schütz","country pop",0.0546,0.134,0.0479,-26.69
"Heinrich Schütz",NULL,0.0546,0.134,0.0479,-26.69
"Heintje","romanian pop",0.463,0.455,0.709,-4.762
"Heintje",NULL,0.463,0.455,0.709,-4.762
"Heitor Villa-Lobos","country pop",0.041,0.189,0.0399,-20.634
"Heitor Villa-Lobos","xitsonga pop",0.12,0.432,0.149,-16.506
"Heitor Villa-Lobos",NULL,0.0805,0.3105,0.09444999999999999,-18.57
"Helena Bonham Carter","social media pop",0.211,0.529,0.411,-14.688
"Helena Bonham Carter",NULL,0.211,0.529,0.411,-14.688
"Helena Hauff","bow pop",0.79,0.692,0.444,-8.474
"Helena Hauff",NULL,0.79,0.692,0.444,-8.474
"Helene Holmes","uk alternative pop",0.149,0.139,0.152,-14.833
"Helene Holmes",NULL,0.149,0.139,0.152,-14.833
"Hélène Mercier","slovak pop",0.0179,0.498,0.195,-27.435
"Hélène Mercier",NULL,0.0179,0.498,0.195,-27.435
"Helenita Vargas","jazz pop",0.345,0.736,0.87,-7.017
"Helenita Vargas",NULL,0.345,0.736,0.87,-7.017
"Hellcats","alternative pop",0.693,0.278,0.111,-7.263
"Hellcats",NULL,0.693,0.278,0.111,-7.263
"Helly Luv","classic belgian pop",0.754,0.894,0.852,-6.095
"Helly Luv",NULL,0.754,0.894,0.852,-6.095
"Helmut Branny","israeli pop",0.026,0.198,0.201,-25.833
"Helmut Branny",NULL,0.026,0.198,0.201,-25.833
"Heloisa Rosa","candy pop",0.456,0.407,0.168,-9.351
"Heloisa Rosa",NULL,0.456,0.407,0.168,-9.351
"Helsinki Philharmonic Orchestra","himachali pop",0.281,0.185,0.0569,-15.867
"Helsinki Philharmonic Orchestra",NULL,0.281,0.185,0.0569,-15.867
"Henrique & Juliano","pop punk",0.908,0.677,0.885,-2.513
"Henrique & Juliano",NULL,0.908,0.677,0.885,-2.513
"Henry Mancini","classic italian folk pop",0.266,0.457,0.477,-13.601
"Henry Mancini","guatemalan pop",0.209,0.0964,0.0502,-15.398
"Henry Mancini","inuit pop",0.09746666666666666,0.29466666666666663,0.051,-22.973
"Henry Mancini","xitsonga pop",0.0417,0.296,0.113,-23.326
"Henry Mancini",NULL,0.13485,0.2889,0.1322,-20.207333333333334
"Henry Mendez","power pop",0.863,0.896,0.661,-3.081
"Henry Mendez",NULL,0.863,0.896,0.661,-3.081
"Henry Paul Band","shimmer pop",0.987,0.317,0.716,-1.828
"Henry Paul Band",NULL,0.987,0.317,0.716,-1.828
"Henry Purcell","country pop",0.0604,0.0752,0.034,-23.96
"Henry Purcell",NULL,0.0604,0.0752,0.034,-23.96
"Henryk Górecki","uk pop punk",0.0765,0.0632,0.028,-19.785
"Henryk Górecki",NULL,0.0765,0.0632,0.028,-19.785
"Hentry Kuruvila","finnish idol pop",0.461,0.587,0.258,-9.503
"Hentry Kuruvila",NULL,0.461,0.587,0.258,-9.503
"Herb Alpert & The Tijuana Brass","french pop",0.299,0.347,0.556,-14.462
"Herb Alpert & The Tijuana Brass",NULL,0.299,0.347,0.556,-14.462
"Herbert von Karajan","country pop",0.0252,0.233,0.0936,-24.824
"Herbert von Karajan","deep power-pop punk",0.00586,0.0808,0.0566,-41.594
"Herbert von Karajan","himachali pop",0.459,0.276,0.317,-11.385
"Herbert von Karajan","musica popular mineira",0.218,0.344,0.26,-17.888
"Herbert von Karajan",NULL,0.177015,0.23345000000000002,0.18180000000000002,-23.922750000000004
"Herbs","channel pop",0.6915,0.577,0.692,-8.350999999999999
"Herbs","classic israeli pop",0.649,0.825,0.97,-9.554
"Herbs",NULL,0.6773333333333333,0.6596666666666666,0.7846666666666667,-8.752
"Here Lies Man","classic italian pop",0.683,0.52,0.544,-11.416
"Here Lies Man",NULL,0.683,0.52,0.544,-11.416
"Herencia de Timbiqui","funk pop",0.482,0.719,0.644,-9.352
"Herencia de Timbiqui",NULL,0.482,0.719,0.644,-9.352
"Héritier Watanabe","latvian pop",0.9085,0.5035,0.7375,-3.7645
"Héritier Watanabe","pop rock brasileiro",0.649,0.765,0.836,-8.74
"Héritier Watanabe",NULL,0.8220000000000001,0.5906666666666666,0.7703333333333333,-5.422999999999999
"Hermanos Rigual","vintage spanish pop",0.291,0.372,0.563,-14.569
"Hermanos Rigual",NULL,0.291,0.372,0.563,-14.569
"Hermes House Band","norwegian pop",0.986,0.364,0.707,-6.017
"Hermes House Band",NULL,0.986,0.364,0.707,-6.017
"Hermeto Pascoal","french indie pop",0.684,0.491,0.477,-8.493
"Hermeto Pascoal",NULL,0.684,0.491,0.477,-8.493
"Hernán Jacinto","beninese pop",0.3318333333333333,0.5338333333333333,0.2876666666666667,-13.481000000000002
"Hernán Jacinto",NULL,0.3318333333333333,0.5338333333333333,0.2876666666666667,-13.481000000000002
"Hernan y La Champions Liga","nz pop",0.6415,0.7404999999999999,0.663,-6.7075
"Hernan y La Champions Liga",NULL,0.6415,0.7404999999999999,0.663,-6.7075
"herrH","experimental pop",0.673,0.884,0.933,-6.498
"herrH",NULL,0.673,0.884,0.933,-6.498
"Herzog","azeri pop",0.718,0.792,0.209,-7.236
"Herzog",NULL,0.718,0.792,0.209,-7.236
"Hi-Lo Jack","nyc pop",0.453,0.663,0.373,-10.231
"Hi-Lo Jack",NULL,0.453,0.663,0.373,-10.231
"Hichem Smati","pop electronico",0.863,0.62,0.854,-4.795999999999999
"Hichem Smati",NULL,0.863,0.62,0.854,-4.795999999999999
"Hidden Face","sambalpuri pop",0.63,0.677,0.104,-10.74
"Hidden Face",NULL,0.63,0.677,0.104,-10.74
"Hidden Orchestra","pop flamenco",0.52,0.504,0.112,-14.637
"Hidden Orchestra",NULL,0.52,0.504,0.112,-14.637
"HIDE (GReeeeN)","j-pop",0.654,0.39,0.304,-6.247
"HIDE (GReeeeN)",NULL,0.654,0.39,0.304,-6.247
"High Sunn","cumbia pop",0.81,0.544,0.668,-5.135
"High Sunn",NULL,0.81,0.544,0.668,-5.135
"Highasakite","dutch rap pop",0.547,0.54,0.144,-6.188
"Highasakite",NULL,0.547,0.54,0.144,-6.188
"Hight","german pop",0.922,0.376,0.454,-3.516
"Hight",NULL,0.922,0.376,0.454,-3.516
"Hilary Hahn","country pop",0.124,0.121,0.0352,-22.93
"Hilary Hahn","slovak pop",0.103,0.199,0.116,-21.783
"Hilary Hahn",NULL,0.11349999999999999,0.16,0.0756,-22.3565
"Hilda Parra","mande pop",0.618,0.61,0.881,-9.167
"Hilda Parra",NULL,0.618,0.61,0.881,-9.167
"Hilight Tribe","icelandic pop",0.947,0.382,0.0728,-5.93
"Hilight Tribe",NULL,0.947,0.382,0.0728,-5.93
"Hills","classic punjabi pop",0.903,0.135,0.111,-3.993
"Hills",NULL,0.903,0.135,0.111,-3.993
"Hillsong Em Português","candy pop",0.545,0.339,0.0893,-6.907
"Hillsong Em Português",NULL,0.545,0.339,0.0893,-6.907
"Hip Linkchain","png pop",0.43,0.508,0.434,-13.072
"Hip Linkchain",NULL,0.43,0.508,0.434,-13.072
"Hird","pop flamenco",0.473,0.604,0.273,-13.54
"Hird",NULL,0.473,0.604,0.273,-13.54
"Hiro","art pop",0.539,0.831,0.538,-7.147
"Hiro",NULL,0.539,0.831,0.538,-7.147
"Hispana","sophisti-pop",0.745,0.732,0.546,-4.094
"Hispana",NULL,0.745,0.732,0.546,-4.094
"Hitman Blues Band","malayalam pop",0.59,0.305,0.36,-6.402
"Hitman Blues Band",NULL,0.59,0.305,0.36,-6.402
"Hjalte Ross","bahamian pop",0.2935,0.4745,0.1475,-14.3735
"Hjalte Ross",NULL,0.2935,0.4745,0.1475,-14.3735
"Hmdan Elbloshi","classic belgian pop",0.378,0.692,0.475,-13.202
"Hmdan Elbloshi",NULL,0.378,0.692,0.475,-13.202
"Hoffmann & Hoffmann","romanian pop",0.445,0.646,0.822,-15.565
"Hoffmann & Hoffmann",NULL,0.445,0.646,0.822,-15.565
"Högni","tunisian pop",0.167,0.174,0.0401,-21.504
"Högni",NULL,0.167,0.174,0.0401,-21.504
"Holman Autry Band","shimmer pop",0.57,0.582,0.596,-7.928
"Holman Autry Band",NULL,0.57,0.582,0.596,-7.928
"Holy Other","deep pop edm",0.394,0.577,0.187,-9.634
"Holy Other",NULL,0.394,0.577,0.187,-9.634
"HONEYMOAN","moroccan pop",0.556,0.61,0.397,-8.322
"HONEYMOAN","nepali pop",0.765,0.705,0.627,-4.527
"HONEYMOAN",NULL,0.6605000000000001,0.6575,0.512,-6.4245
"Hoody","taiwan pop",0.948,0.753,0.678,-3.881
"Hoody",NULL,0.948,0.753,0.678,-3.881
"Hoops","cumbia pop",0.868,0.482,0.416,-6.105
"Hoops",NULL,0.868,0.482,0.416,-6.105
"Hootie & The Blowfish","pop rock",0.873,0.49,0.513,-5.861
"Hootie & The Blowfish",NULL,0.873,0.49,0.513,-5.861
"Horacio Guarany","thai folk pop",0.711,0.605,0.702,-9.266
"Horacio Guarany",NULL,0.711,0.605,0.702,-9.266
"HOT-Q","baroque pop",0.904,0.67,0.304,-6.543
"HOT-Q",NULL,0.904,0.67,0.304,-6.543
"Hot Chelle Rae","post-teen pop",0.783,0.686,0.814,-4.977
"Hot Chelle Rae",NULL,0.783,0.686,0.814,-4.977
"Hot Flash Heat Wave","cumbia pop",0.809,0.519,0.284,-6.074
"Hot Flash Heat Wave",NULL,0.809,0.519,0.284,-6.074
"Hot Hands Hula","spanish pop rock",0.98,0.808,0.837,-6.103
"Hot Hands Hula",NULL,0.98,0.808,0.837,-6.103
"Hot Since 82","mexican pop",0.851,0.738,0.359,-6.573
"Hot Since 82",NULL,0.851,0.738,0.359,-6.573
"Houari Manar","pop electronico",0.699,0.332,0.611,-8.435
"Houari Manar",NULL,0.699,0.332,0.611,-8.435
"House Of Shem","channel pop",0.68725,0.72725,0.687,-6.60325
"House Of Shem",NULL,0.68725,0.72725,0.687,-6.60325
"Houston Stackhouse","sudanese pop",0.0814,0.538,0.26,-18.022
"Houston Stackhouse",NULL,0.0814,0.538,0.26,-18.022
"Hovvdy","indie pop",0.76,0.512,0.485,-4.99
"Hovvdy",NULL,0.76,0.512,0.485,-4.99
"Howard Crook","israeli pop",0.0884,0.187,0.0331,-26.747
"Howard Crook",NULL,0.0884,0.187,0.0331,-26.747
"Howard Shore","slovak pop",0.167,0.204,0.0812,-17.264
"Howard Shore",NULL,0.167,0.204,0.0812,-17.264
"Howard Skempton","uk pop punk",0.0167,0.445,0.0828,-32.038
"Howard Skempton",NULL,0.0167,0.445,0.0828,-32.038
"Howard Tate","nigerian pop",0.464,0.517,0.61,-7.624
"Howard Tate",NULL,0.464,0.517,0.61,-7.624
"Howie Day","pop rock",0.625,0.636,0.342,-7.895
"Howie Day",NULL,0.625,0.636,0.342,-7.895
"Howlin Wolf","classic country pop",0.342,0.661,0.588,-16.361
"Howlin Wolf","sudanese pop",0.376,0.821,0.824,-13.622
"Howlin Wolf",NULL,0.359,0.741,0.706,-14.9915
"Hubert Daviz","malaysian pop",0.493,0.458,0.712,-6.492
"Hubert Daviz",NULL,0.493,0.458,0.712,-6.492
"Hubert Félix Thiéfaine","shiver pop",0.97,0.631,0.428,-6.701
"Hubert Félix Thiéfaine",NULL,0.97,0.631,0.428,-6.701
"Hudson Lee","c-pop",0.524,0.655,0.0846,-6.948
"Hudson Lee",NULL,0.524,0.655,0.0846,-6.948
"Hudson Taylor","folk-pop",0.403,0.284,0.313,-8.325
"Hudson Taylor",NULL,0.403,0.284,0.313,-8.325
"HUGEL","pop dance",0.769,0.639,0.177,-5.077
"HUGEL",NULL,0.769,0.639,0.177,-5.077
"Hugh Grant","social media pop",0.675,0.281,0.565,-6.033
"Hugh Grant",NULL,0.675,0.281,0.565,-6.033
"Hugh Jackman","social media pop",0.824,0.417,0.4,-7.36
"Hugh Jackman",NULL,0.824,0.417,0.4,-7.36
"Hugo & Guilherme","pop punk",0.794,0.764,0.721,-4.096
"Hugo & Guilherme",NULL,0.794,0.764,0.721,-4.096
"Hugo & Vitor","pop punk",0.633,0.513,0.703,-5.935
"Hugo & Vitor",NULL,0.633,0.513,0.703,-5.935
"Hugo Barriol","folk-pop",0.343,0.495,0.472,-9.947
"Hugo Barriol",NULL,0.343,0.495,0.472,-9.947
"Hugo e Guilherme","pop punk",0.664,0.678,0.828,-5.044
"Hugo e Guilherme",NULL,0.664,0.678,0.828,-5.044
"Hugo Henrique","pop punk",0.817,0.557,0.558,-4.694
"Hugo Henrique",NULL,0.817,0.557,0.558,-4.694
"Hugo Rasmussen","hokkien pop",0.0655,0.41900000000000004,0.2145,-22.3215
"Hugo Rasmussen",NULL,0.0655,0.41900000000000004,0.2145,-22.3215
"Hugo Wolf","country pop",0.0044,0.295,0.0354,-33.891
"Hugo Wolf",NULL,0.0044,0.295,0.0354,-33.891
"Hungarian State Orchestra","dutch idol pop",0.1215,0.301,0.15785000000000002,-23.831
"Hungarian State Orchestra","israeli pop",0.0765,0.363,0.178,-21.841
"Hungarian State Orchestra",NULL,0.1065,0.32166666666666666,0.16456666666666667,-23.167666666666666
"Huseyin Sermet","kazakh pop",0.0913,0.0952,0.0339,-19.069
"Huseyin Sermet",NULL,0.0913,0.0952,0.0339,-19.069
"Husky","chamber pop",0.44,0.507,0.416,-8.975
"Husky",NULL,0.44,0.507,0.416,-8.975
"Hvid Sjokolade","pop rap brasileiro",0.949,0.859,0.964,-3.262
"Hvid Sjokolade",NULL,0.949,0.859,0.964,-3.262
"HVNTRR","jewish pop",0.571,0.686,0.11455,-8.4895
"HVNTRR",NULL,0.571,0.686,0.11455,-8.4895
"Hyacinthe","japanese pop rap",0.917,0.856,0.506,-7.378
"Hyacinthe",NULL,0.917,0.856,0.506,-7.378
"Hyacinthe Jadin","israeli pop",0.0562,0.228,0.0762,-23.355
"Hyacinthe Jadin",NULL,0.0562,0.228,0.0762,-23.355
"HYDE","sunshine pop",0.931,0.438,0.379,-5.281
"HYDE",NULL,0.931,0.438,0.379,-5.281
"Hydrogenii","malaysian pop",0.538,0.697,0.313,-9.396
"Hydrogenii",NULL,0.538,0.697,0.313,-9.396
"Hypasounds","italian indie pop",0.8953333333333333,0.7553333333333333,0.7096666666666667,-4.002666666666667
"Hypasounds",NULL,0.8953333333333333,0.7553333333333333,0.7096666666666667,-4.002666666666667
"hyperforms","neon pop punk",0.625,0.726,0.1095,-7.7035
"hyperforms",NULL,0.625,0.726,0.1095,-7.7035
"I Am Haunted","norwegian pop rap",0.973,0.401,0.316,-2.985
"I Am Haunted",NULL,0.973,0.401,0.316,-2.985
"I Barocchisti","country pop",0.0362,0.172,0.0366,-22.325
"I Barocchisti",NULL,0.0362,0.172,0.0366,-22.325
"I.B.I","brill building pop",0.917,0.736,0.833,-2.755
"I.B.I",NULL,0.917,0.736,0.833,-2.755
"Iain Burnside","deep power-pop punk",0.0351,0.325,0.0891,-23.863
"Iain Burnside",NULL,0.0351,0.325,0.0891,-23.863
"IAMDDB","latin viral pop",0.679,0.799,0.408,-3.476
"IAMDDB",NULL,0.679,0.799,0.408,-3.476
"Ian Watson","bangla pop",0.0953,0.16795,0.10375000000000001,-21.9985
"Ian Watson",NULL,0.0953,0.16795,0.10375000000000001,-21.9985
"Ibibio Sound Machine","jordanian pop",0.797,0.779,0.503,-7.797
"Ibibio Sound Machine",NULL,0.797,0.779,0.503,-7.797
"Ibranovski","persian pop",0.906,0.692,0.71,-6.193
"Ibranovski",NULL,0.906,0.692,0.71,-6.193
"Ice-T","pop rap",0.78,0.837,0.645,-10.449
"Ice-T",NULL,0.78,0.837,0.645,-10.449
"Ice Mc","pop urbaine",0.713,0.764,0.67,-8.9
"Ice Mc",NULL,0.713,0.764,0.67,-8.9
"Ice Prince","irish pop",0.787,0.619,0.806,-3.409
"Ice Prince",NULL,0.787,0.619,0.806,-3.409
"IceColdBishop","stomp pop",0.319,0.935,0.299,-14.949
"IceColdBishop",NULL,0.319,0.935,0.299,-14.949
"Ida Paul","finnish pop",0.472,0.393,0.4,-8.3
"Ida Paul",NULL,0.472,0.393,0.4,-8.3
"Ida Paul & Kalle Lindroth","finnish pop",0.472,0.393,0.4,-8.3
"Ida Paul & Kalle Lindroth",NULL,0.472,0.393,0.4,-8.3
"Ida Wenøe","bahamian pop",0.255,0.552,0.207,-10.316
"Ida Wenøe",NULL,0.255,0.552,0.207,-10.316
"Idil Biret","musica popular mineira",0.0164,0.328,0.301,-32.148
"Idil Biret",NULL,0.0164,0.328,0.301,-32.148
"Idina Menzel","social media pop",0.485,0.543,0.371,-6.85
"Idina Menzel",NULL,0.485,0.543,0.371,-6.85
"Idris Elba","german pop",0.765,0.887,0.456,-5.207
"Idris Elba",NULL,0.765,0.887,0.456,-5.207
"Iestyn Davies","bangla pop",0.102,0.147,0.04,-20.683
"Iestyn Davies",NULL,0.102,0.147,0.04,-20.683
"Iggy Pop","canadian pop",0.889,0.498,0.696,-5.413
"Iggy Pop",NULL,0.889,0.498,0.696,-5.413
"Ignaz Pleyel","israeli pop",0.209,0.525,0.653,-19.756
"Ignaz Pleyel",NULL,0.209,0.525,0.653,-19.756
"Igor Levit","musica popular mineira",0.00123,0.141,0.0843,-43.851
"Igor Levit",NULL,0.00123,0.141,0.0843,-43.851
"Igor Stravinsky","bangla pop",0.4,0.495,0.18,-17.325
"Igor Stravinsky","country pop",0.224,0.15,0.0565,-16.798
"Igor Stravinsky","himachali pop",0.2635,0.353,0.2835,-20.4165
"Igor Stravinsky","tajik pop",0.22,0.576,0.121,-22.786
"Igor Stravinsky",NULL,0.2742,0.3854,0.1849,-19.548399999999997
"Iiro Rantala","classic moroccan pop",0.152,0.33,0.327,-14.292
"Iiro Rantala",NULL,0.152,0.33,0.327,-14.292
"Ilaiyaraaja","spanish pop",0.46,0.583,0.534,-11.509
"Ilaiyaraaja",NULL,0.46,0.583,0.534,-11.509
"Ilanit","okinawan pop",0.561,0.612,0.679,-11.409
"Ilanit",NULL,0.561,0.612,0.679,-11.409
"Ilich","colombian pop",0.642,0.8,0.465,-6.592
"Ilich",NULL,0.642,0.8,0.465,-6.592
"Ill Camille","malaysian pop",0.476,0.872,0.735,-8.325
"Ill Camille",NULL,0.476,0.872,0.735,-8.325
"Ill Conscious","malaysian pop",0.8,0.691,0.706,-6.541
"Ill Conscious",NULL,0.8,0.691,0.706,-6.541
"Ill Treats","russian dance pop",0.725,0.779,0.648,-2.75
"Ill Treats",NULL,0.725,0.779,0.648,-2.75
"Illiterate Light","indonesian viral pop",0.604,0.529,0.359,-13.104
"Illiterate Light","yakut pop",0.5575,0.5385,0.462,-7.2235
"Illiterate Light",NULL,0.573,0.5353333333333333,0.42766666666666664,-9.183666666666667
"illuminati hotties","indie pop",0.637,0.326,0.356,-6.624
"illuminati hotties",NULL,0.637,0.326,0.356,-6.624
"illusionize","baroque pop",0.6965,0.7825,0.4693,-6.7565
"illusionize",NULL,0.6965,0.7825,0.4693,-6.7565
"Illyus & Barrientos","classic city pop",0.716,0.588,0.419,-8.776
"Illyus & Barrientos","mexican pop",0.929,0.738,0.797,-4.067
"Illyus & Barrientos",NULL,0.8225,0.663,0.608,-6.4215
"Ilona Prunyi","dutch idol pop",0.04965,0.22799999999999998,0.2554,-26.063499999999998
"Ilona Prunyi",NULL,0.04965,0.22799999999999998,0.2554,-26.063499999999998
"IMFACT","k-pop boy group",0.668,0.673,0.403,-4.838
"IMFACT",NULL,0.668,0.673,0.403,-4.838
"In Church","indie dream pop",0.684,0.837,0.15,-8.639
"In Church",NULL,0.684,0.837,0.15,-8.639
"In The Woods...","pop nacional antigas",0.778,0.482,0.218,-8.857
